Lap,Metric,Task,Value,Unit
All,Total indexing time,,275.56834999999995,min
All,Min indexing time per shard,,0,min
All,Median indexing time per shard,,0.0216,min
All,Max indexing time per shard,,31.582683333333332,min
All,Total merge time,,266.45681666666667,min
All,Min merge time per shard,,0,min
All,Median merge time per shard,,0.016541666666666666,min
All,Max merge time per shard,,37.94916666666666,min
All,Total merge throttle time,,22.682466666666667,min
All,Min merge throttle time per shard,,0,min
All,Median merge throttle time per shard,,0.0,min
All,Max merge throttle time per shard,,4.496783333333334,min
All,Total refresh time,,120.62126666666667,min
All,Min refresh time per shard,,0,min
All,Median refresh time per shard,,0.028425,min
All,Max refresh time per shard,,14.705816666666667,min
All,Total flush time,,1.3447166666666668,min
All,Min flush time per shard,,0,min
All,Median flush time per shard,,0.010608333333333332,min
All,Max flush time per shard,,0.05251666666666666,min
All,Total Young Gen GC,,245.31,s
All,Total Old Gen GC,,27.646,s
All,Store size,,25.804479725658894,GB
All,Translog size,,1.1267737243324518,GB
All,Heap used for segments,,51.994200706481934,MB
All,Heap used for doc values,,2.0555076599121094,MB
All,Heap used for terms,,44.58591651916504,MB
All,Heap used for norms,,0.4935302734375,MB
All,Heap used for points,,0.5869150161743164,MB
All,Heap used for stored fields,,4.272331237792969,MB
All,Segment count,,725,
All,error rate,index-append,0.00,%
All,Min Throughput,index-stats,14.40,ops/s
All,Median Throughput,index-stats,17.64,ops/s
All,Max Throughput,index-stats,18.55,ops/s
All,50th percentile latency,index-stats,46941.79634048487,ms
All,90th percentile latency,index-stats,62147.72707497468,ms
All,99th percentile latency,index-stats,65341.17201972986,ms
All,99.9th percentile latency,index-stats,65785.77807815821,ms
All,100th percentile latency,index-stats,65818.8581049908,ms
All,50th percentile service time,index-stats,41.7646279965993,ms
All,90th percentile service time,index-stats,53.9727038005367,ms
All,99th percentile service time,index-stats,127.32887310557996,ms
All,99.9th percentile service time,index-stats,229.92499255383785,ms
All,100th percentile service time,index-stats,300.02242600312456,ms
All,error rate,index-stats,0.00,%
All,Min Throughput,node-stats,24.22,ops/s
All,Median Throughput,node-stats,24.96,ops/s
All,Max Throughput,node-stats,26.12,ops/s
All,50th percentile latency,node-stats,17846.293570531998,ms
All,90th percentile latency,node-stats,31279.783863649936,ms
All,99th percentile latency,node-stats,33808.565391488955,ms
All,99.9th percentile latency,node-stats,34080.013745658216,ms
All,100th percentile latency,node-stats,34102.49184304848,ms
All,50th percentile service time,node-stats,37.1559830091428,ms
All,90th percentile service time,node-stats,50.48341168439947,ms
All,99th percentile service time,node-stats,106.62781538092531,ms
All,99.9th percentile service time,node-stats,144.3048341411731,ms
All,100th percentile service time,node-stats,254.55463700927794,ms
All,error rate,node-stats,0.00,%
All,Min Throughput,default,25.43,ops/s
All,Median Throughput,default,25.55,ops/s
All,Max Throughput,default,25.69,ops/s
All,50th percentile latency,default,19221.84525502962,ms
All,90th percentile latency,default,26652.38873162307,ms
All,99th percentile latency,default,28219.68316828774,ms
All,99.9th percentile latency,default,28405.793691552128,ms
All,100th percentile latency,default,28424.915125011466,ms
All,50th percentile service time,default,36.88980999868363,ms
All,90th percentile service time,default,46.83172517106868,ms
All,99th percentile service time,default,59.092190954834216,ms
All,99.9th percentile service time,default,74.6351833009983,ms
All,100th percentile service time,default,82.50859804684296,ms
All,error rate,default,0.00,%
All,Min Throughput,term,84.34,ops/s
All,Median Throughput,term,84.95,ops/s
All,Max Throughput,term,86.03,ops/s
All,50th percentile latency,term,6733.431690488942,ms
All,90th percentile latency,term,9548.382694704924,ms
All,99th percentile latency,term,10236.74188031815,ms
All,99.9th percentile latency,term,10316.223160509893,ms
All,100th percentile latency,term,10323.756102996413,ms
All,50th percentile service time,term,11.084405006840825,ms
All,90th percentile service time,term,14.25279937684536,ms
All,99th percentile service time,term,34.51310156437102,ms
All,99.9th percentile service time,term,44.04153127525961,ms
All,100th percentile service time,term,47.10373800480738,ms
All,error rate,term,0.00,%
All,Min Throughput,phrase,68.97,ops/s
All,Median Throughput,phrase,69.28,ops/s
All,Max Throughput,phrase,69.73,ops/s
All,50th percentile latency,phrase,9447.2579510184,ms
