Lap,Metric,Task,Value,Unit
All,Total indexing time,,194.67896666666667,min
All,Min indexing time per shard,,0,min
All,Median indexing time per shard,,0.0228,min
All,Max indexing time per shard,,19.382366666666666,min
All,Total merge time,,260.26523333333336,min
All,Min merge time per shard,,0,min
All,Median merge time per shard,,0.020133333333333333,min
All,Max merge time per shard,,32.18725,min
All,Total merge throttle time,,19.658066666666667,min
All,Min merge throttle time per shard,,0,min
All,Median merge throttle time per shard,,0,min
All,Max merge throttle time per shard,,3.4945333333333335,min
All,Total refresh time,,121.429,min
All,Min refresh time per shard,,0,min
All,Median refresh time per shard,,0.030833333333333334,min
All,Max refresh time per shard,,14.77725,min
All,Total flush time,,0.9077666666666667,min
All,Min flush time per shard,,0,min
All,Median flush time per shard,,0.00795,min
All,Max flush time per shard,,0.039066666666666666,min
All,Total Young Gen GC,,253.923,s
All,Total Old Gen GC,,0.861,s
All,Store size,,25.247578625567257,GB
All,Translog size,,1.3266995092853904,GB
All,Heap used for segments,,52.39975357055664,MB
All,Heap used for doc values,,2.3623886108398438,MB
All,Heap used for terms,,44.87933158874512,MB
All,Heap used for norms,,0.52838134765625,MB
All,Heap used for points,,0.5769176483154297,MB
All,Heap used for stored fields,,4.052734375,MB
All,Segment count,,670,
All,Min Throughput,index-append,52678.24,docs/s
All,Median Throughput,index-append,53335.09,docs/s
All,Max Throughput,index-append,53925.30,docs/s
All,50th percentile latency,index-append,4771.4398380194325,ms
All,90th percentile latency,index-append,5351.944085792638,ms
All,99th percentile latency,index-append,7804.050340563992,ms
All,100th percentile latency,index-append,9252.818442997523,ms
All,50th percentile service time,index-append,4771.4398380194325,ms
All,90th percentile service time,index-append,5351.944085792638,ms
All,99th percentile service time,index-append,7804.050340563992,ms
All,100th percentile service time,index-append,9252.818442997523,ms
All,error rate,index-append,0.00,%
All,Min Throughput,index-stats,23.16,ops/s
All,Median Throughput,index-stats,23.85,ops/s
All,Max Throughput,index-stats,24.98,ops/s
All,50th percentile latency,index-stats,31940.829038983793,ms
All,90th percentile latency,index-stats,46027.31225049356,ms
All,99th percentile latency,index-stats,48627.36335924739,ms
All,99.9th percentile latency,index-stats,48894.01965812611,ms
All,100th percentile latency,index-stats,48923.74004900921,ms
All,50th percentile service time,index-stats,40.390647991443984,ms
All,90th percentile service time,index-stats,53.105791300185956,ms
All,99th percentile service time,index-stats,107.69239744287914,ms
All,99.9th percentile service time,index-stats,164.5926431501578,ms
All,100th percentile service time,index-stats,167.86351898917928,ms
All,error rate,index-stats,0.00,%
All,Min Throughput,node-stats,25.69,ops/s
All,Median Throughput,node-stats,26.00,ops/s
All,Max Throughput,node-stats,26.58,ops/s
All,50th percentile latency,node-stats,17109.128739510197,ms
All,90th percentile latency,node-stats,28508.240551807103,ms
All,99th percentile latency,node-stats,31383.351275043387,ms
All,99.9th percentile latency,node-stats,31616.230399409225,ms
All,100th percentile latency,node-stats,31646.83219199651,ms
All,50th percentile service time,node-stats,35.83639601129107,ms
All,90th percentile service time,node-stats,44.01074360939674,ms
All,99th percentile service time,node-stats,115.95758421230127,ms
All,99.9th percentile service time,node-stats,149.4145685972765,ms
All,100th percentile service time,node-stats,152.42515099816956,ms
All,error rate,node-stats,0.00,%
All,Min Throughput,default,23.45,ops/s
All,Median Throughput,default,23.59,ops/s
All,Max Throughput,default,23.69,ops/s
All,50th percentile latency,default,22287.789325011545,ms
All,90th percentile latency,default,31474.700760407723,ms
All,99th percentile latency,default,33606.73415471072,ms
All,99.9th percentile latency,default,33772.52182116281,ms
All,100th percentile latency,default,33789.54093699576,ms
All,50th percentile service time,default,39.971130492631346,ms
All,90th percentile service time,default,51.64442030363716,ms
All,99th percentile service time,default,69.57314602652332,ms
All,99.9th percentile service time,default,91.70683833750167,ms
All,100th percentile service time,default,101.17571600130759,ms
All,error rate,default,0.00,%
All,Min Throughput,term,76.40,ops/s
All,Median Throughput,term,77.39,ops/s
All,Max Throughput,term,79.09,ops/s
All,50th percentile latency,term,7905.304858504678,ms
All,90th percentile latency,term,10705.409749402315,ms
All,99th percentile latency,term,11378.166458605847,ms
All,99.9th percentile latency,term,11478.358415388182,ms
