Lap,Metric,Task,Value,Unit
All,Total indexing time,,168.97365,min
All,Min indexing time per shard,,0,min
All,Median indexing time per shard,,0.009116666666666667,min
All,Max indexing time per shard,,19.382366666666666,min
All,Total merge time,,226.39641666666665,min
All,Min merge time per shard,,0,min
All,Median merge time per shard,,0.0085,min
All,Max merge time per shard,,32.18725,min
All,Total merge throttle time,,20.296816666666665,min
All,Min merge throttle time per shard,,0,min
All,Median merge throttle time per shard,,0,min
All,Max merge throttle time per shard,,3.4945333333333335,min
All,Total refresh time,,100.1458,min
All,Min refresh time per shard,,0,min
All,Median refresh time per shard,,0.02475,min
All,Max refresh time per shard,,14.777216666666668,min
All,Total flush time,,0.8331333333333333,min
All,Min flush time per shard,,0,min
All,Median flush time per shard,,0.007033333333333333,min
All,Max flush time per shard,,0.039066666666666666,min
All,Total Young Gen GC,,233.618,s
All,Total Old Gen GC,,0.789,s
All,Store size,,20.412220811471343,GB
All,Translog size,,1.065816299058497,GB
All,Heap used for segments,,46.58979034423828,MB
All,Heap used for doc values,,2.1188201904296875,MB
All,Heap used for terms,,39.92453098297119,MB
All,Heap used for norms,,0.5504150390625,MB
All,Heap used for points,,0.5025396347045898,MB
All,Heap used for stored fields,,3.4934844970703125,MB
All,Segment count,,654,
All,Min Throughput,index-append,47463.99,docs/s
All,Median Throughput,index-append,48795.94,docs/s
All,Max Throughput,index-append,49629.96,docs/s
All,50th percentile latency,index-append,1675.237121002283,ms
All,90th percentile latency,index-append,2207.0028194168117,ms
All,99th percentile latency,index-append,4818.926226900077,ms
All,100th percentile latency,index-append,5426.034861011431,ms
All,50th percentile service time,index-append,1675.237121002283,ms
All,90th percentile service time,index-append,2207.0028194168117,ms
All,99th percentile service time,index-append,4818.926226900077,ms
All,100th percentile service time,index-append,5426.034861011431,ms
All,error rate,index-append,0.00,%
All,Min Throughput,index-stats,23.14,ops/s
All,Median Throughput,index-stats,23.27,ops/s
All,Max Throughput,index-stats,23.44,ops/s
All,50th percentile latency,index-stats,32700.361982002505,ms
All,90th percentile latency,index-stats,46417.57979769318,ms
All,99th percentile latency,index-stats,49230.21823101648,ms
